gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4431292522	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188736418	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.307928	-84.75432	31199.0						2023-09-07T10:00	7	9	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188736418		seth_beaudreault	2023-10-24T02:04:12	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T12:45:49.143Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4431290546	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188735498	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.335011	-84.752421	31199.0						2023-08-02T13:51	2	8	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188735498		seth_beaudreault	2023-10-24T01:55:46	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T12:52:35.149Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4431262437	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188736113	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.323172	-84.713735	31199.0						2023-09-15T23:35	15	9	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188736113		seth_beaudreault	2023-10-24T02:01:14	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T11:55:35.494Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4431255512	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188735949	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.378098	-84.715788	31199.0						2023-08-17T06:00	17	8	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188735949		seth_beaudreault	2023-10-24T01:59:36	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T11:58:51.420Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4431232767	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188511191	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.241681	-84.688657	31199.0						2023-07-28T15:40	28	7	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188511191		seth_beaudreault	2023-10-22T13:05:03	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T12:26:16.736Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4431125898	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/187800916	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.093135	-83.577372	108.0						2023-10-16T11:32:57	16	10	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	187800916		Liam O	2023-10-16T17:35:07	CC_BY_NC_4_0	romanalvarezs	romanalvarezs			2024-05-13T11:58:43.562Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4430788455	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188735925	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.239703	-84.744394	31199.0						2023-08-03T15:00	3	8	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188735925		seth_beaudreault	2023-10-24T01:59:30	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T12:52:09.612Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4430733860	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/188509753	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.291615	-84.640117	31199.0						2023-07-22T06:32	22	7	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	188509753		seth_beaudreault	2023-10-22T12:49:32	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T12:39:08.547Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4424491192	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/186121366	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.164605	-83.152311	31208.0						2023-10-01T10:29:25	1	10	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	186121366		Jaime Marcelo Aranda Sánchez	2023-10-05T01:25:20	CC_BY_NC_4_0	lola_crassulaceae_sp	lola_crassulaceae_sp			2024-05-13T12:04:53.887Z	StillImage	COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED
4424418198	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/186068332	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.774725	-84.60463	26.0						2023-10-03T09:09:02	3	10	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	186068332		Doug Andrews	2023-10-04T23:01:58	CC_BY_NC_4_0	Todd Black	Todd Black			2024-05-13T12:04:44.958Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4424205828	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/186255805	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.106577	-83.234848	31208.0						2023-10-04T05:53:18	4	10	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	186255805		lola_crassulaceae_sp	2023-10-05T07:33:26	CC_BY_NC_4_0	lola_crassulaceae_sp	lola_crassulaceae_sp			2024-05-13T12:04:48.959Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4413373003	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/173940008	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		San José	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.471794	-83.577721	21.0						2023-07-13T20:35	13	7	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	173940008		Roberto R. Calderón	2023-08-19T01:20:33	CC_BY_NC_4_0	elliehawcutt	elliehawcutt			2024-05-13T11:59:23.188Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407654560	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181853109	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.292785	-84.669562	31199.0						2023-03-06T21:29	6	3	2023	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	181853109		carnivore_ecologist	2023-09-05T02:53:10	CC_BY_NC_4_0	carnivore_ecologist	carnivore_ecologist			2024-05-13T12:02:39.872Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407639677	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181853126	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.37163	-84.640597	31199.0						2023-03-05T04:38	5	3	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	181853126		carnivore_ecologist	2023-09-05T02:53:15	CC_BY_NC_4_0	carnivore_ecologist	carnivore_ecologist			2024-05-13T12:46:41.237Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407618419	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181853135	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.341556	-84.608598	31199.0						2023-03-06T21:13	6	3	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	181853135		carnivore_ecologist	2023-09-05T02:53:17	CC_BY_NC_4_0	carnivore_ecologist	carnivore_ecologist			2024-05-13T12:25:13.878Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407600313	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181853134	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.293922	-84.734554	31199.0						2023-03-06T04:44	6	3	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	181853134		carnivore_ecologist	2023-09-05T02:57:48	CC_BY_NC_4_0	carnivore_ecologist	carnivore_ecologist			2024-05-13T12:46:41.364Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407429950	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181816349	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.714064	-85.007056							2023-06-13T09:09	13	6	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	181816349		Mike Melton	2023-09-04T22:11:26	CC_BY_NC_4_0	Mike Melton	Mike Melton			2024-05-13T11:39:25.113Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4405262486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139959534	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.318094	-84.879148	31199.0						2022-10-25T05:58:24	25	10	2022	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	139959534		Sam Eberhard	2022-10-25T13:17:06	CC_BY_4_0	Sam Eberhard	Sam Eberhard			2024-05-13T11:51:40.638Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
439779436	7e2989f0-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor (Linnaeus, 1771)		CR	Cordillera de Talamanca, Chirripó-Massiv (Sabanna de los Leones)		PRESENT		33aecde5-7e13-4272-9cb7-f4f3b0eb820c	9.4333	-83.4667											2435099	2435099	PRESERVED_SPECIMEN	MNHM	MNHM-Zoology	W1992/001				CC_BY_4_0					2024-05-19T20:19:38.693Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4177520748	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178315335	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		San José	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.489823	-84.048348	129.0						2023-08-13T10:15	13	8	2023	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	178315335		Ben Jobson	2023-08-14T04:18:34	CC_BY_4_0	Ben Jobson	Ben Jobson			2024-05-13T12:00:23.941Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4177294985	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/177895351	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.483086	-83.595147	201.0						2002-07-11T15:48	11	7	2002	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	177895351		leg9	2023-08-11T21:50:24	CC_BY_NC_4_0	leg9	leg9			2024-05-13T11:59:39.267Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4177109271	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/177523901	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.540835	-83.570964	16050.0						2014-03-22T08:09	22	3	2014	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	177523901		Gabriel	2023-08-09T16:21:16	CC_BY_NC_4_0	Gabriel	Gabriel			2024-05-13T12:26:14.018Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4175829179	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Palo Verde Nationalpark		PRESENT		bb646dff-a905-4403-a49b-6d378c2cf0d9	10.34481	-85.251328	250.0						2003-02-20T00:00	20	2	2003	2434982	2434982	HUMAN_OBSERVATION	naturgucker	naturgucker	1785773130				CC_BY_4_0		177731058			2024-03-15T23:27:10.635Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;MULTIMEDIA_URI_INVALID
4174649366	09d2da7b-4699-4e45-b0da-73c982660c98	feb7f14dd8b4d8bf046f7f7beb6b000d	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis	(Linnaeus, 1758)	CR	14 km NE Potrero Grande	Puntarenas	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	9.1062	-83.0933			0.0	0.0	0.0	0.0	1965-06-28	28	6	1965	2434982	2434982	PRESERVED_SPECIMEN	LSU	LSUMZ	10219		NO DISPONIBLE		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Arnold, Keith A.			2024-04-11T19:51:11.575Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION
4172007121	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/176455425	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.622821	-83.34314	31271.0						2023-07-25T21:30	25	7	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	176455425		Nick Glover	2023-08-03T16:25:19	CC_BY_NC_4_0	Nick Glover	Nick Glover			2024-05-13T12:32:31.729Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4171731848	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/164686368	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.438815	-84.6096	31189.0						2009-04-03T22:18	3	4	2009	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	164686368		Jaime Marcelo Aranda Sánchez	2023-05-31T14:43:35	CC_BY_NC_4_0	stevep1984	stevep1984			2024-05-13T12:50:53.960Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4171286329	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61603132	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Cartago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.876449	-83.541359	31218.0						2020-09-10T16:09:05Z	10	9	2020	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	61603132		Jaime Marcelo Aranda Sánchez	2020-10-03T23:25:53	CC_BY_NC_4_0	Julio Barquero Elizondo	Julio Barquero Elizondo			2024-05-13T11:23:39.540Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4165748276	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/174490196	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.897284	-85.206241	31218.0						2023-07-22T20:11:38	22	7	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	174490196		loicdeleeuw	2023-07-23T15:29:14	CC_BY_NC_4_0	loicdeleeuw	loicdeleeuw			2024-05-13T11:59:26.198Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153929710	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171568215	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.489799	-83.562764	31189.0						2022-08-22T19:02	22	8	2022	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	171568215		mathieu_fr	2023-07-07T15:16:02	CC_BY_NC_4_0	mathieu_fr	mathieu_fr			2024-05-13T11:53:04.576Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153859941	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171118749	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.565713	-84.171909	31189.0						2023-07-04T16:17:22	4	7	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	171118749		tblakehudson	2023-07-04T23:34:19	CC_BY_NC_4_0	tblakehudson	tblakehudson			2024-05-13T12:36:11.238Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153822331	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171477210	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.118688	-83.362842	6.0						2023-07-05T08:35:38	5	7	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	171477210		Saban-Sequén, E.A.	2023-07-09T17:57:46	CC_BY_NC_4_0	Saban-Sequén, E.A.	Saban-Sequén, E.A.			2024-05-13T11:47:01.252Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138179870	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/168559628	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.801074	-85.429583	31169.0						2023-06-17T15:53	17	6	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	168559628		Michelle Monge-Velazquez	2023-06-20T21:54:33	CC_BY_4_0	Michelle Monge-Velazquez	Michelle Monge-Velazquez			2024-05-13T11:56:02.780Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4137960864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/168226508	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.109663	-83.641336	35.0						2023-06-18T20:27:58	18	6	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	168226508		mikeandloulou	2023-06-19T02:28:15	CC_BY_NC_4_0	mikeandloulou	mikeandloulou			2024-05-13T11:42:24.854Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134168570	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166930039	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.379349	-83.29222	9.0						2023-06-11T13:48:20	11	6	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	166930039		treerescie	2023-06-12T04:29:04	CC_BY_NC_4_0	treerescie	treerescie			2024-05-13T12:39:31.926Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133904178	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166916108	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.303049	-83.858868	84.0						2023-03-31T07:19:04	31	3	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	166916108		napoleon1799	2023-06-12T00:37:55	CC_BY_NC_4_0	drewdavis74	drewdavis74			2024-05-13T12:51:28.322Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4129770515	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/155411899	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.857479	-85.738478	31169.0						2023-04-10T11:51:04	10	4	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	155411899		shelfand	2023-04-18T01:32:45	CC_BY_NC_4_0	shelfand	shelfand			2024-05-13T12:14:37.468Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
